OBJECTID,neighborhood,neighborhood_no,area,Year,Indicator Name,Value,elementary,middle,high,main elementary,main middle,main high,number of elementary schools,number of middle schools,number of high schools
4,Columbia City,111,334.5433404,2000,total density,14.918844278987777,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2000,total density,37.00195732572295,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2000,total density,14.564209696887124,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2000,total density,4.551513686197175,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2000,total density,26.15019229052654,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2000,total density,14.295796185369602,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2000,total density,15.74189423844275,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2000,total density,19.17520707580605,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2000,total density,21.317967837562655,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2000,total density,21.797271903893094,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2000,total density,14.870560275290797,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,2000,total density,19.507165602437997,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,2000,total density,24.512082908778808,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,2000,total density,22.611363407659667,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,2000,total density,15.270238262383462,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,2000,total density,12.535250024427992,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,2000,total density,14.37147400859079,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,2000,total density,10.055540057433825,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,2000,total density,9.254242124631398,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,2000,total density,13.76104525984732,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,2000,total density,16.87369597710217,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,2000,total density,16.644694772318726,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,2000,total density,20.4510825467632,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,2000,total density,18.518976956721858,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,2000,total density,18.95953429338683,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,2000,total density,11.717271298948694,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,2000,total density,13.08713640505205,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,2010,total density,40.696013655443124,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,2010,total density,18.460584621634677,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,2010,total density,18.648973712640736,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,2010,total density,13.776989236997528,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2010,total density,39.173920486544986,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2010,total density,15.369089377594479,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2010,total density,11.103692728964536,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2010,total density,30.420344215103466,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2010,total density,15.465586425628292,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2010,total density,16.74530366334118,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2010,total density,27.406206887304908,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2010,total density,27.978972636387912,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2010,total density,27.02787259133456,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2010,total density,16.05661540081962,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,2010,total density,19.548383201674806,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,2010,total density,31.086164070188723,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,2010,total density,28.15956573023503,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,2010,total density,21.921875971563278,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,2010,total density,11.82745185526808,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,2010,total density,16.728869144208733,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,2010,total density,12.422357987846762,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,2010,total density,10.84481498980242,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,2010,total density,15.552423932726853,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,2010,total density,18.898417154706234,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,2010,total density,18.05675795554831,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,2010,total density,25.51492114545868,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,2010,total density,21.026674338680635,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,2010,total density,23.088894221454687,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,2010,total density,13.070576330888093,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,2010,total density,18.698772229576665,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,2020,total density,49.45049909415488,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,2020,total density,27.22936231691115,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,2020,total density,33.87360682288105,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,2020,total density,22.89987297562119,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2020,total density,53.67041028656422,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2020,total density,27.48340982736505,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2020,total density,37.96850945079156,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2020,total density,39.74526022106218,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2020,total density,18.056099828346273,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2020,total density,17.27245716555231,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2020,total density,35.714526082173954,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2020,total density,38.610431741950954,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2020,total density,36.61420481209028,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2020,total density,19.282491304609664,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,2020,total density,21.53806912846977,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,2020,total density,37.08673895903622,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,2020,total density,43.927202166353446,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,2020,total density,35.555481027850576,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,2020,total density,13.953735334866836,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,2020,total density,21.766721706757252,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,2020,total density,16.76839648724613,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,2020,total density,13.801936372937277,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,2020,total density,20.132653494066567,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,2020,total density,21.605181870989618,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,2020,total density,20.88088432200748,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,2020,total density,30.613890438099517,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,2020,total density,25.216505667733866,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,2020,total density,35.73732954364495,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,2020,total density,12.289677628984686,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,2020,total density,22.56078017024057,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,1990,10_year_growth_all,,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,1990,10_year_growth_all,,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,1990,10_year_growth_all,,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,1990,10_year_growth_all,,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,1990,10_year_growth_all,,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,1990,10_year_growth_all,,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,1990,10_year_growth_all,,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,1990,10_year_growth_all,,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,1990,10_year_growth_all,,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,1990,10_year_growth_all,,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,1990,10_year_growth_all,,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,1990,10_year_growth_all,,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,1990,10_year_growth_all,,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,1990,10_year_growth_all,,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,1990,10_year_growth_all,,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,1990,10_year_growth_all,,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,1990,10_year_growth_all,,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,1990,10_year_growth_all,,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,1990,10_year_growth_all,,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,1990,10_year_growth_all,,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,1990,10_year_growth_all,,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,1990,10_year_growth_all,,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,1990,10_year_growth_all,,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,1990,10_year_growth_all,,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,1990,10_year_growth_all,,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,1990,10_year_growth_all,,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,1990,10_year_growth_all,,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,1990,10_year_growth_all,,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,1990,10_year_growth_all,,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,1990,10_year_growth_all,,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,2000,10_year_growth_all,97.0,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,2000,10_year_growth_all,288.0,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,2000,10_year_growth_all,500.0,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,2000,10_year_growth_all,710.0,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2000,10_year_growth_all,4962.0,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2000,10_year_growth_all,269.0,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2000,10_year_growth_all,431.0,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2000,10_year_growth_all,1498.0,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2000,10_year_growth_all,274.0,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2000,10_year_growth_all,565.0,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2000,10_year_growth_all,617.0,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2000,10_year_growth_all,269.0,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2000,10_year_growth_all,223.0,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2000,10_year_growth_all,1173.0,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,2000,10_year_growth_all,139.0,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,2000,10_year_growth_all,292.0,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,2000,10_year_growth_all,9362.0,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,2000,10_year_growth_all,613.0,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,2000,10_year_growth_all,946.0,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,2000,10_year_growth_all,1355.0,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,2000,10_year_growth_all,85.0,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,2000,10_year_growth_all,879.0,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,2000,10_year_growth_all,166.0,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,2000,10_year_growth_all,808.0,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,2000,10_year_growth_all,291.0,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,2000,10_year_growth_all,462.0,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,2000,10_year_growth_all,676.0,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,2000,10_year_growth_all,862.0,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,2000,10_year_growth_all,729.0,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,2000,10_year_growth_all,352.0,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,2010,10_year_growth_all,125.0,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,2010,10_year_growth_all,519.0,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,2010,10_year_growth_all,916.0,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,2010,10_year_growth_all,-382.0,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2010,10_year_growth_all,1990.0,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2010,10_year_growth_all,137.0,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2010,10_year_growth_all,2227.0,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2010,10_year_growth_all,3211.0,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2010,10_year_growth_all,317.0,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2010,10_year_growth_all,276.0,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2010,10_year_growth_all,1171.0,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2010,10_year_growth_all,968.0,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2010,10_year_growth_all,562.0,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2010,10_year_growth_all,489.0,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
