,Service Area,School Name,Year,Indicator Name,Value
95,High Schools,Roosevelt,2020,Change,-108.0
96,High Schools,West Seattle,2020,Change,38.0
97,Option Schools with Continuous Enrollment,Bridges Transition Program,2020,Change,25.0
98,Option Schools with Continuous Enrollment,Cascade Parent Partnership Program,2020,Change,11.0
99,Option Schools with Continuous Enrollment,In Tandem,2020,Change,1.0
100,Option Schools with Continuous Enrollment,InterAgency,2020,Change,-54.0
101,Option Schools with Continuous Enrollment,Middle College,2020,Change,13.0
102,Option Schools with Continuous Enrollment,Non Public Agencies,2020,Change,14.0
103,Option Schools with Continuous Enrollment,Nova,2020,Change,15.0
104,Option Schools with Continuous Enrollment,Seattle World School,2020,Change,-61.0
105,Option Schools with Continuous Enrollment,SpEd Consortium,2020,Change,-23.0
106,Option Schools with Continuous Enrollment,Sugiyama High School,2020,Change,-13.0
107,All,TOTAL,2020,Change,-1246.0
